Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
SY0R90739,SY0R90739,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
CD005878,CD005878,CD,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SY00H144,SY00H144,SY,UNIT,,19.99,1,,,,,,,,,,,,,,,,
CD0G6284,CD0G6284,CD,UNIT,,11.99,1,,,,,,,,,,,,,,,,
CD0P7643,CD0P7643,CD,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY009272,SY009272,SY,UNIT,,8.99,1,,,,,,,,,,,,,,,,
DO0BB371,DO0BB371,DO,UNIT,,19.99,1,,,,,,,,,,,,,,,,
SY0Y201,SY0Y201,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SY0BV006,SY0BV006,SY,UNIT,,10,1,,,,,,,,,,,,,,,,
SY0W8648,SY0W8648,SY,UNIT,,15.99,1,,,,,,,,,,,,,,,,
CD0060051,CD0060051,CD,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SY00207,SY00207,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SY0W120,SY0W120,SY,UNIT,,10,1,,,,,,,,,,,,,,,,
SY009042,SY009042,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SY0W04012,SY0W04012,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
CD008733,CD008733,CD,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SS009332,SS009332,SS,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SYBB8497,SYBB8497,SY,UNIT,,8.5,1,,,,,,,,,,,,,,,,
DO009832,DO009832,DO,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0G90752,SY0G90752,SY,UNIT,,10,1,,,,,,,,,,,,,,,,
DO0090592,DO0090592,DO,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYBB90645,SYBB90645,SY,UNIT,,10,1,,,,,,,,,,,,,,,,
DO0P10295,DO0P10295,DO,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SS003057,SS003057,SS,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0R04010,SY0R04010,SY,UNIT,,14.99,1,,,,,,,,,,,,,,,,
DO008825,DO008825,DO,UNIT,,13.99,1,,,,,,,,,,,,,,,,
CD0080006,CD0080006,CD,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0WV006,SY0WV006,SY,UNIT,,10,1,,,,,,,,,,,,,,,,
SY009588,SY009588,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
DO0C9410,DO0C9410,DO,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SYBB9507,SYBB9507,SY,UNIT,,8,1,,,,,,,,,,,,,,,,
CD0G90185,CD0G90185,CD,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SY00A087,SY00A087,SY,UNIT,,15.99,1,,,,,,,,,,,,,,,,
DO006881,DO006881,DO,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY008553,SY008553,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
DO00745,DO00745,DO,UNIT,,13.99,1,,,,,,,,,,,,,,,,
DO002154,DO002154,DO,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SYBB80153,SYBB80153,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
DO0090257,DO0090257,DO,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SY0PV006,SY0PV006,SY,UNIT,,10,1,,,,,,,,,,,,,,,,
DO008825,DO008825,DO,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0B3310,SY0B3310,SY,UNIT,,10,1,,,,,,,,,,,,,,,,
DO008233,DO008233,DO,UNIT,,24.99,1,,,,,,,,,,,,,,,,
DO008094,DO008094,DO,UNIT,,13.99,1,,,,,,,,,,,,,,,,
CD0010330,CD0010330,CD,UNIT,,13.99,1,,,,,,,,,,,,,,,,
CD0B5691,CD0B5691,CD,UNIT,,17.99,1,,,,,,,,,,,,,,,,
CD005683,CD005683,CD,UNIT,,19.99,1,,,,,,,,,,,,,,,,
CD0R10509,CD0R10509,CD,UNIT,,19.99,1,,,,,,,,,,,,,,,,
CD0080036,CD0080036,CD,UNIT,,19.99,1,,,,,,,,,,,,,,,,
CDBB90853,CDBB90853,CD,UNIT,,12.99,1,,,,,,,,,,,,,,,,
CDBB8468,CDBB8468,CD,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SS0B7828,SS0B7828,SS,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SS009656,SS009656,SS,UNIT,,18.99,1,,,,,,,,,,,,,,,,
CDBY043,CDBY043,CD,UNIT,,33.99,1,,,,,,,,,,,,,,,,
CDY045,CDY045,CD,UNIT,,30.99,1,,,,,,,,,,,,,,,,
CD008876,CD008876,CD,UNIT,,11.99,1,,,,,,,,,,,,,,,,
DO0B6558,DO0B6558,DO,UNIT,,25.99,1,,,,,,,,,,,,,,,,
CD0G0769,CD0G0769,CD,UNIT,,10,1,,,,,,,,,,,,,,,,
CD0040003,CD0040003,CD,UNIT,,12.99,1,,,,,,,,,,,,,,,,
CDBB0769,CDBB0769,CD,UNIT,,10,1,,,,,,,,,,,,,,,,
CD0R0769,CD0R0769,CD,UNIT,,10,1,,,,,,,,,,,,,,,,
CD11005,CD11005,CD,UNIT,,38,1,,,,,,,,,,,,,,,,
DO004812,DO004812,DO,UNIT,,19.99,1,,,,,,,,,,,,,,,,
CD0A486,CD0A486,CD,UNIT,,18.99,1,,,,,,,,,,,,,,,,
CD0W9507,CD0W9507,CD,UNIT,,20,1,,,,,,,,,,,,,,,,
CD0F16,CD0F16,CD,UNIT,,18.99,1,,,,,,,,,,,,,,,,
CDT3056,CDT3056,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
DO005461,DO005461,DO,UNIT,,16.99,1,,,,,,,,,,,,,,,,
CDTB055,CDTB055,CD,UNIT,,17.99,1,,,,,,,,,,,,,,,,
CDBB6224,CDBB6224,CD,UNIT,,10.99,1,,,,,,,,,,,,,,,,
DO005357,DO005357,DO,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ00C202,LJ00C202,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SS0W7828,SS0W7828,SS,UNIT,,15.99,1,,,,,,,,,,,,,,,,
CD0B7137,CD0B7137,CD,UNIT,,20,1,,,,,,,,,,,,,,,,
DO009219,DO009219,DO,UNIT,,12.99,1,,,,,,,,,,,,,,,,
DO006988,DO006988,DO,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SS0080050,SS0080050,SS,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SS00S85,SS00S85,SS,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SS0WS200,SS0WS200,SS,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SS00TC387,SS00TC387,SS,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SS0P2065,SS0P2065,SS,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LCSS01,LCSS01,SS,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SS0Y5620,SS0Y5620,SS,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SS00TC9999,SS00TC9999,SS,UNIT,,18.99,1,,,,,,,,,,,,,,,,
SSBB8444,SSBB8444,SS,UNIT,,20,1,,,,,,,,,,,,,,,,
SSGG40114,SSGG40114,SS,UNIT,,15.99,1,,,,,,,,,,,,,,,,
CD000074,CD000074,CD,UNIT,,10,1,,,,,,,,,,,,,,,,
SS009514,SS009514,SS,UNIT,,20.99,1,,,,,,,,,,,,,,,,
SY0Y5110,SY0Y5110,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SS0C861,SS0C861,SS,UNIT,,20.99,1,,,,,,,,,,,,,,,,
CDXZ024,CDXZ024,CD,UNIT,,18.99,1,,,,,,,,,,,,,,,,
CD005358,CD005358,CD,UNIT,,18.99,1,,,,,,,,,,,,,,,,
CDG099,CDG099,CD,UNIT,,20,1,,,,,,,,,,,,,,,,
CD005002,CD005002,CD,UNIT,,20.99,1,,,,,,,,,,,,,,,,
CD008197,CD008197,CD,UNIT,,17.99,1,,,,,,,,,,,,,,,,
CD00AJ012,CD00AJ012,CD,UNIT,,11.99,1,,,,,,,,,,,,,,,,
CD0W3960,CD0W3960,CD,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SS007179,SS007179,SS,UNIT,,17.99,1,,,,,,,,,,,,,,,,
CD001112,CD001112,CD,UNIT,,10.99,1,,,,,,,,,,,,,,,,
CD0W2005,CD0W2005,CD,UNIT,,8,1,,,,,,,,,,,,,,,,
CD008003,CD008003,CD,UNIT,,14.99,1,,,,,,,,,,,,,,,,
CD0B2005,CD0B2005,CD,UNIT,,8,1,,,,,,,,,,,,,,,,
CD0050578,CD0050578,CD,UNIT,,21.99,1,,,,,,,,,,,,,,,,
JK004685,JK004685,JK,UNIT,,19.99,1,,,,,,,,,,,,,,,,
CD050605,CD050605,CD,UNIT,,29,1,,,,,,,,,,,,,,,,
CDGG6055,CDGG6055,CD,UNIT,,21.99,1,,,,,,,,,,,,,,,,
CD0050501,CD0050501,CD,UNIT,,21.99,1,,,,,,,,,,,,,,,,
TD000038,TD000038,CD,UNIT,,29,1,,,,,,,,,,,,,,,,
CD000056,CD000056,CD,UNIT,,17.99,1,,,,,,,,,,,,,,,,
CDPD0338,CDPD0338,CD,UNIT,,18.99,1,,,,,,,,,,,,,,,,
CD000050,CD000050,CD,UNIT,,13.99,1,,,,,,,,,,,,,,,,
CD0C96,CD0C96,CD,UNIT,,17.99,1,,,,,,,,,,,,,,,,
CD000G18,CD000G18,CD,UNIT,,26,1,,,,,,,,,,,,,,,,
CDX4120,CDX4120,CD,UNIT,,20,1,,,,,,,,,,,,,,,,
CD00401,CD00401,CD,UNIT,,11.99,1,,,,,,,,,,,,,,,,
CD0R135,CD0R135,CD,UNIT,,10,1,,,,,,,,,,,,,,,,
CD004,CD004,CD,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SY00JU208,SY00JU208,SY,UNIT,,7.99,1,,,,,,,,,,,,,,,,
CD009876,CD009876,CD,UNIT,,10.99,1,,,,,,,,,,,,,,,,
CD00869,CD00869,CD,UNIT,,8.5,1,,,,,,,,,,,,,,,,
CDRM8300,CDRM8300,CD,UNIT,,20,1,,,,,,,,,,,,,,,,
CD005157,CD005157,CD,UNIT,,11.99,1,,,,,,,,,,,,,,,,
CD0C886,CD0C886,CD,UNIT,,21.99,1,,,,,,,,,,,,,,,,
CD00PD95,CD00PD95,CD,UNIT,,38.99,1,,,,,,,,,,,,,,,,
CD0050401,CD0050401,CD,UNIT,,21.99,1,,,,,,,,,,,,,,,,
CD0PPD88,CD0PPD88,CD,UNIT,,38.99,1,,,,,,,,,,,,,,,,
CD0BPD80,CD0BPD80,CD,UNIT,,38.99,1,,,,,,,,,,,,,,,,
CD0PPD85,CD0PPD85,CD,UNIT,,48.99,1,,,,,,,,,,,,,,,,
CD0BPD84,CD0BPD84,CD,UNIT,,48.99,1,,,,,,,,,,,,,,,,
CD0CPD85,CD0CPD85,CD,UNIT,,48.99,1,,,,,,,,,,,,,,,,
CD0CPD84,CD0CPD84,CD,UNIT,,48.99,1,,,,,,,,,,,,,,,,
CD0SPD81,CD0SPD81,CD,UNIT,,48.99,1,,,,,,,,,,,,,,,,
CD0CPD81,CD0CPD81,CD,UNIT,,48.99,1,,,,,,,,,,,,,,,,
CD0BPD81,CD0BPD81,CD,UNIT,,48.99,1,,,,,,,,,,,,,,,,
CD0CPD87,CD0CPD87,CD,UNIT,,48.99,1,,,,,,,,,,,,,,,,
CD0SPD87,CD0SPD87,CD,UNIT,,48.99,1,,,,,,,,,,,,,,,,
CD0PPD87,CD0PPD87,CD,UNIT,,48.99,1,,,,,,,,,,,,,,,,
CD0PPD90,CD0PPD90,CD,UNIT,,48.99,1,,,,,,,,,,,,,,,,
CD0PPD89,CD0PPD89,CD,UNIT,,48.99,1,,,,,,,,,,,,,,,,
CD0CPD86,CD0CPD86,CD,UNIT,,48.99,1,,,,,,,,,,,,,,,,
CD00PD91,CD00PD91,CD,UNIT,,48.99,1,,,,,,,,,,,,,,,,
CD004694,CD004694,CD,UNIT,,89.99,1,,,,,,,,,,,,,,,,
CD0PPD86,CD0PPD86,CD,UNIT,,48.99,1,,,,,,,,,,,,,,,,
CD00C1630,CD00C1630,CD,UNIT,,98.99,1,,,,,,,,,,,,,,,,
SK0G3543,SK0G3543,SK,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SKBB3735,SKBB3735,SK,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SK0B8225,SK0B8225,SK,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SK006965,SK006965,SK,UNIT,,10,1,,,,,,,,,,,,,,,,
SH0B999,SH0B999,SH,UNIT,,8,1,,,,,,,,,,,,,,,,
SK0090762,SK0090762,SK,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SK0B3609,SK0B3609,SK,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SK00263,SK00263,SK,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SK00109,SK00109,SK,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SK00A2016,SK00A2016,SK,UNIT,,10,1,,,,,,,,,,,,,,,,
SK00911,SK00911,SK,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SK006808,SK006808,SK,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SK001166,SK001166,SK,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SKDB1519,SKDB1519,SK,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SK0H033,SK0H033,SK,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SK0B1519,SK0B1519,SK,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SK00285,SK00285,SK,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SK09086,SK09086,SK,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SK00108,SK00108,SK,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SJ001253,SJ001253,SJ,UNIT,,11.99,1,,,,,,,,,,,,,,,,
LJ00197,LJ00197,LJ,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SK008803,SK008803,SK,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SK003017,SK003017,SK,UNIT,,12.99,1,,,,,,,,,,,,,,,,
LJ002223,LJ002223,LJ,UNIT,,13.99,1,,,,,,,,,,,,,,,,
LJ001082,LJ001082,LJ,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LJ0B6863,LJ0B6863,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ002269,LJ002269,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ001823,LJ001823,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ00853,LJ00853,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ006023,LJ006023,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ00807,LJ00807,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ00212,LJ00212,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ005185,LJ005185,LJ,UNIT,,13.99,1,,,,,,,,,,,,,,,,
LJ00269,LJ00269,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ008068,LJ008068,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ001142,LJ001142,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ0B810,LJ0B810,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ0BH010,LJ0BH010,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ0B6853,LJ0B6853,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ0B2663,LJ0B2663,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ002669,LJ002669,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJBB025,LJBB025,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ008021,LJ008021,LJ,UNIT,,16.99,1,,,,,,,,,,,,,,,,
LJ0H005,LJ0H005,LJ,UNIT,,13.99,1,,,,,,,,,,,,,,,,
LJ0H009,LJ0H009,LJ,UNIT,,13.99,1,,,,,,,,,,,,,,,,
LJ005185,LJ005185,LJ,UNIT,,13.99,1,,,,,,,,,,,,,,,,
LJ00801,LJ00801,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ002521,LJ002521,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ001018,LJ001018,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ0H009,LJ0H009,LJ,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SJ00956,SJ00956,SJ,UNIT,,12.99,1,,,,,,,,,,,,,,,,
LJ009273,LJ009273,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ001018,LJ001018,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SJ00573,SJ00573,SJ,UNIT,,12.99,1,,,,,,,,,,,,,,,,
LJ001067,LJ001067,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ001067,LJ001067,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SJ008001,SJ008001,SJ,UNIT,,10,1,,,,,,,,,,,,,,,,
SJ0L9084,SJ0L9084,SJ,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SJ00873,SJ00873,SJ,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SJ0B556,SJ0B556,SJ,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SH005133,SH005133,SH,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SJ00675,SJ00675,SJ,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SH008006,SH008006,SH,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SJ00838,SJ00838,SJ,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SJ001094,SJ001094,SJ,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SJ002097,SJ002097,SJ,UNIT,,11.99,1,,,,,,,,,,,,,,,,
LJ00801,LJ00801,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ00590,LJ00590,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ00807,LJ00807,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ008410,LJ008410,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ00853,LJ00853,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
